257386862,"<p>在□里填上合适的数。</p><p><img class=""kfformula"" src=""http://hiphotos.baidu.com/zhidao/pic/item/2cf5e0fe9925bc31c6c5ce8958df8db1cb137003.jpg"" data-latex=""0.4""/>□<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_e4dde71190ef76c6ff43fd579d16fdfaaf51673c.jpg"" data-latex=""&lt;0.42""/></p>",,NULL,NULL,<p>在□里填上合适的数。</p><p>$0.4$□$&lt;0.42$</p>
258990879,"<p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_95eef01f3a292df5115d3f6fbc315c6034a8732a.jpg"" data-latex=""4.5\times \dfrac {1} {3}""/>表示的意义是</p>",,NULL,NULL,"<p>$4.5\times \dfrac {1} {3}$表示的意义是</p>"
259100945,"<p>下面两个图中的方框是什么形状？</p><p><img src=""http://img.zuoyebang.cc/zyb_77094b36acaf2eddd88680938d1001e939019351.jpg"" style=""border: 0px; color: rgb(55, 55, 55); white-space: normal; background-color: rgb(255, 255, 255);""/></p>",,NULL,NULL,"<p>下面两个图中的方框是什么形状？</p><p><img src=""http://img.zuoyebang.cc/zyb_77094b36acaf2eddd88680938d1001e939019351.jpg"" style=""border: 0px; color: rgb(55, 55, 55); white-space: normal; background-color: rgb(255, 255, 255);""/></p>"
259109630,"<p><img class=""kfformula"" src=""http://hiphotos.baidu.com/zhidao/pic/item/ae51f3deb48f8c549bf58e3e3c292df5e0fe7ff8.jpg"" data-latex=""\dfrac {4} {5}""/>里面有4个<img class=""kfformula"" src=""http://hiphotos.baidu.com/zhidao/pic/item/c2cec3fdfc0392459c84a91e8194a4c27d1e25e9.jpg"" data-latex=""\dfrac {1} {5}""/>，有几个<img class=""kfformula"" src=""http://hiphotos.baidu.com/zhidao/pic/item/b812c8fcc3cec3fdafb4e064d088d43f8794271c.jpg"" data-latex=""\dfrac {1} {10}""/>？</p>",,NULL,NULL,"<p>$\dfrac {4} {5}$里面有4个$\dfrac {1} {5}$，有几个$\dfrac {1} {10}$？</p>"
259137783,"<p>把下面的数按从小到大的顺序排列。</p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_37d12f2eb9389b509ed966288535e5dde7116ea2.jpg"" data-latex=""\dfrac {12} {13}、\dfrac {12} {14}、\dfrac {11} {13}、\dfrac {11} {14}""/></p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_a044ad345982b2b778bdcbbe31adcbef76099bae.jpg"" data-latex=""\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )""/></p>",,NULL,NULL,"<p>把下面的数按从小到大的顺序排列。</p><p>$\dfrac {12} {13}、\dfrac {12} {14}、\dfrac {11} {13}、\dfrac {11} {14}$</p><p>$\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )&gt;\left ( {\placeholder } \right )$</p>"
259194078,"<p>白兔比黑兔多<img class=""kfformula"" src=""http://hiphotos.baidu.com/zhidao/pic/item/024f78f0f736afc3ff676674b519ebc4b74512b3.jpg"" data-latex=""\dfrac {1} {4}""/>，则黑兔比白兔少几分之几？</p>",,NULL,NULL,"<p>白兔比黑兔多$\dfrac {1} {4}$，则黑兔比白兔少几分之几？</p>"
269878585,<p>一种糖果，每75克装一袋，可以装120袋，如里每袋装60克，可以装多少袋.</p>,,NULL,NULL,<p>一种糖果，每75克装一袋，可以装120袋，如里每袋装60克，可以装多少袋.</p>
272528616,"<p>一袋大米比一袋面粉重<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_0d338744ebf81a4c3e3c04c6d72a6059252da6b7.jpg"" data-latex=""5""/>千克，那么<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_0d338744ebf81a4c3e3c04c6d72a6059252da6b7.jpg"" data-latex=""5""/>袋大米比<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_0d338744ebf81a4c3e3c04c6d72a6059252da6b7.jpg"" data-latex=""5""/>袋面粉重<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_c995d143ad4bd11340d938405aafa40f4bfb05af.jpg"" data-latex=""（）""/>千克.</p>",,NULL,NULL,<p>一袋大米比一袋面粉重$5$千克，那么$5$袋大米比$5$袋面粉重$（）$千克.</p>
273063114,<p>有48枝花，如果每4枝扎成一束，可以扎成多少束？</p>,,NULL,NULL,<p>有48枝花，如果每4枝扎成一束，可以扎成多少束？</p>
273423367,<p>一个三位数除以6，商是三位数，被除数最高位上的数可能是几？</p>,,NULL,NULL,<p>一个三位数除以6，商是三位数，被除数最高位上的数可能是几？</p>
274337137,"<p>甲数是x，乙数比甲数的5倍多7个，乙数是（ ）.</p>",,NULL,NULL,"<p>甲数是x，乙数比甲数的5倍多7个，乙数是（ ）.</p>"
274501521,<p>1，24，2，12，3，8，4，6其中既是偶数又是质数的是___________.<br/></p>,,NULL,NULL,<p>1，24，2，12，3，8，4，6其中既是偶数又是质数的是___________.<br/></p>
274563217,<p>一个因数是679，另一个因数是3，积是多少？</p>,,NULL,NULL,<p>一个因数是679，另一个因数是3，积是多少？</p>
274591289,<p>一个油桶最多可装油200升，我们就说这个油桶的（）是200升.</p><p>&nbsp;A、质量.</p><p>&nbsp;B、容积.</p><p>&nbsp;C、体积.</p>,,NULL,NULL,<p>一个油桶最多可装油200升，我们就说这个油桶的（）是200升.</p><p>&nbsp;A、质量.</p><p>&nbsp;B、容积.</p><p>&nbsp;C、体积.</p>
275026229,<p>判断.</p><p>一个图形面积变为原来的6倍，它是按6：1放大的.（）</p>,,NULL,NULL,<p>判断.</p><p>一个图形面积变为原来的6倍，它是按6：1放大的.（）</p>
278479682,"<p>单选题。（选择正确答案的字母编号填写在括号里）</p><p>（1）一盘苹果的<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_64380cd7912397dde27a85575982b2b7d0a28765.jpg"" data-latex=""\dfrac {1} {4}""/>是<img src=""http://img.zuoyebang.cc/zyb_d000baa1cd11728b0f12c799c8fcc3cec3fd2c49.jpg"" title="".jpg"" alt=""blob.png""/>，这盘苹果是（）。</p><p>A.<img src=""http://img.zuoyebang.cc/zyb_c8ea15ce36d3d539b59e6d783a87e950342ab0ed.jpg"" title="".jpg"" alt=""blob.png""/></p><p>B.<img src=""http://img.zuoyebang.cc/zyb_eac4b74543a9822677b3599c8a82b9014a90eb1f.jpg"" title="".jpg"" alt=""blob.png""/></p><p>C.<img src=""http://img.zuoyebang.cc/zyb_9358d109b3de9c82a042fa346c81800a19d84361.jpg"" title="".jpg"" alt=""blob.png""/></p><p>（2）一盘苹果的<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_64380cd7912397dd26d8490b5982b2b7d0a28718.jpg"" data-latex=""\dfrac {1} {2}""/>是<img src=""http://img.zuoyebang.cc/zyb_5ab5c9ea15ce36d3270fd18b3af33a87e950b106.jpg"" title="".jpg"" alt=""blob.png""/>，这盘苹果的<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_64380cd7912397dde27a85575982b2b7d0a28765.jpg"" data-latex=""\dfrac {1} {4}""/>是（）。</p><p>A.<img src=""http://img.zuoyebang.cc/zyb_3ac79f3df8dcd100e117a59a728b4710b8122f85.jpg"" title="".jpg"" alt=""blob.png""/></p><p>B.<img src=""http://img.zuoyebang.cc/zyb_34fae6cd7b899e519c365daf42a7d933c9950dd4.jpg"" title="".jpg"" alt=""blob.png""/></p><p>C.<img src=""http://img.zuoyebang.cc/zyb_79f0f736afc37931bda7f192ebc4b74542a911b9.jpg"" title="".jpg"" alt=""blob.png""/></p>",,NULL,NULL,"<p>单选题。（选择正确答案的字母编号填写在括号里）</p><p>（1）一盘苹果的$\dfrac {1} {4}$是<img src=""http://img.zuoyebang.cc/zyb_d000baa1cd11728b0f12c799c8fcc3cec3fd2c49.jpg"" title="".jpg"" alt=""blob.png""/>，这盘苹果是（）。</p><p>A.<img src=""http://img.zuoyebang.cc/zyb_c8ea15ce36d3d539b59e6d783a87e950342ab0ed.jpg"" title="".jpg"" alt=""blob.png""/></p><p>B.<img src=""http://img.zuoyebang.cc/zyb_eac4b74543a9822677b3599c8a82b9014a90eb1f.jpg"" title="".jpg"" alt=""blob.png""/></p><p>C.<img src=""http://img.zuoyebang.cc/zyb_9358d109b3de9c82a042fa346c81800a19d84361.jpg"" title="".jpg"" alt=""blob.png""/></p><p>（2）一盘苹果的$\dfrac {1} {2}$是<img src=""http://img.zuoyebang.cc/zyb_5ab5c9ea15ce36d3270fd18b3af33a87e950b106.jpg"" title="".jpg"" alt=""blob.png""/>，这盘苹果的$\dfrac {1} {4}$是（）。</p><p>A.<img src=""http://img.zuoyebang.cc/zyb_3ac79f3df8dcd100e117a59a728b4710b8122f85.jpg"" title="".jpg"" alt=""blob.png""/></p><p>B.<img src=""http://img.zuoyebang.cc/zyb_34fae6cd7b899e519c365daf42a7d933c9950dd4.jpg"" title="".jpg"" alt=""blob.png""/></p><p>C.<img src=""http://img.zuoyebang.cc/zyb_79f0f736afc37931bda7f192ebc4b74542a911b9.jpg"" title="".jpg"" alt=""blob.png""/></p>"
278911799,<p>列式计算。<br/></p><p>一个数的6倍是750，这个数是多少？</p>,,NULL,NULL,<p>列式计算。<br/></p><p>一个数的6倍是750，这个数是多少？</p>
278917397,"<p>求下面圆柱体的表面积与体积。</p><p><img src=""http://img.zuoyebang.cc/zyb_adaf2edda3cc7cd9e90614763901213fb80e9171.jpg"" alt=""""/><br/></p>",,NULL,NULL,"<p>求下面圆柱体的表面积与体积。</p><p><img src=""http://img.zuoyebang.cc/zyb_adaf2edda3cc7cd9e90614763901213fb80e9171.jpg"" alt=""""/><br/></p>"
278947989,"<p>甲乙丙丁四人排队等候购票，甲在丙之前，丁在甲之前，乙之后，（&nbsp;&nbsp;&nbsp; ）排在第一.</p><p>A.甲</p><p>B.乙</p><p>C.丙</p><p>D.丁<br/></p>",,NULL,NULL,"<p>甲乙丙丁四人排队等候购票，甲在丙之前，丁在甲之前，乙之后，（&nbsp;&nbsp;&nbsp; ）排在第一.</p><p>A.甲</p><p>B.乙</p><p>C.丙</p><p>D.丁<br/></p>"
279035304,"<p>计算.<br/></p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_54fbb2fb43166d2253703c05462309f79052d21f.jpg"" data-latex=""\dfrac {2} {5}\times \dfrac {1} {3}""/></p>",,NULL,NULL,"<p>计算.<br/></p><p>$\dfrac {2} {5}\times \dfrac {1} {3}$</p>"
279050000,"<p>阅读下面的图表，回答后面的问题。<br/></p><p><img src=""http://img.zuoyebang.cc/zyb_0824ab18972bd40709ac43a67b899e510fb30905.jpg"" title="".jpg"" alt=""blob.png""/></p><p>从上面的图表中，你获取了哪些信息？</p>",,NULL,NULL,"<p>阅读下面的图表，回答后面的问题。<br/></p><p><img src=""http://img.zuoyebang.cc/zyb_0824ab18972bd40709ac43a67b899e510fb30905.jpg"" title="".jpg"" alt=""blob.png""/></p><p>从上面的图表中，你获取了哪些信息？</p>"
279061099,"<p>到邮局汇款时，要交汇款额1%的汇费，爸爸到邮局汇款给奶奶，连汇费共3030元，他汇给奶奶多少元？，正确的列式是（ ）.</p><p>①<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_9bb9c7ab4773b7139bbc400b3dbec455.jpg"" data-latex=""3030\times 1\% ""/>&nbsp;&nbsp;&nbsp; ②<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_2a828873363b557059f94f8094ccab8a.jpg"" data-latex=""3030\times \left ( {1+1\% } \right )""/><br/></p><p>③<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_546c412be66b581fe690fe143d9f8775.jpg"" data-latex=""3030\div \left ( {1+1\% } \right )""/> ④<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_288165cd383b802df745507b45e1d69c.jpg"" data-latex=""3030\div \left ( {1-1\% } \right )""/></p>",,NULL,NULL,"<p>到邮局汇款时，要交汇款额1%的汇费，爸爸到邮局汇款给奶奶，连汇费共3030元，他汇给奶奶多少元？，正确的列式是（ ）.</p><p>①$3030\times 1\% $&nbsp;&nbsp;&nbsp; ②$3030\times \left ( {1+1\% } \right )$<br/></p><p>③$3030\div \left ( {1+1\% } \right )$ ④$3030\div \left ( {1-1\% } \right )$</p>"
279083716,"<p>有一块形状如下图的硬纸，把它按照虚线折叠，能不能围成一个正方体？按照图中的形状，剪一块硬纸试试看。</p><p><img src=""http://img.zuoyebang.cc/zyb_14ce36d3d539b600ae78fdf3e950352ac75cb7c4.jpg"" title="".jpg"" alt=""blob.png""/></p>",,NULL,NULL,"<p>有一块形状如下图的硬纸，把它按照虚线折叠，能不能围成一个正方体？按照图中的形状，剪一块硬纸试试看。</p><p><img src=""http://img.zuoyebang.cc/zyb_14ce36d3d539b600ae78fdf3e950352ac75cb7c4.jpg"" title="".jpg"" alt=""blob.png""/></p>"
279147012,<p>小林看一本a页的书，已经看了4天，平均每天看b页，余下的要在c天内看完，</p><p>小林应该平均每天看多少页？<br/></p>,,NULL,NULL,<p>小林看一本a页的书，已经看了4天，平均每天看b页，余下的要在c天内看完，</p><p>小林应该平均每天看多少页？<br/></p>
279185209,<p>在方格内填上适当的运算符号.</p><p>1□2□3=7</p>,,NULL,NULL,<p>在方格内填上适当的运算符号.</p><p>1□2□3=7</p>
279315943,"<p>0.08表示8个( )分之一化成分数是( )，化筒后是( ).</p>",,NULL,NULL,"<p>0.08表示8个( )分之一化成分数是( )，化筒后是( ).</p>"
279369007,"<p>判断：<br/></p><p><span style=""line-height: 2em;"">（1）甲数比乙数多<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_30adcbef76094b3611ea9678a3cc7cd98d109d2f.jpg"" data-latex=""\dfrac {1} {3}""/>，则乙数比甲数少<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_30adcbef76094b3611ea9678a3cc7cd98d109d2f.jpg"" data-latex=""\dfrac {1} {3}"" style=""white-space: normal;""/>. （）</span></p><p><span style=""line-height: 2em;"">（2）1吨的<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_962bd40735fae6cde32cd5f70fb30f2443a70f8f.jpg"" data-latex=""\dfrac {7} {8}""/>和700千克的<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_b8014a90f603738da121c7b7b31bb051f819ec38.jpg"" data-latex=""\dfrac {1} {8}""/>同样重. （）</span><br/></p>",,NULL,NULL,"<p>判断：<br/></p><p><span style=""line-height: 2em;"">（1）甲数比乙数多$\dfrac {1} {3}$，则乙数比甲数少$\dfrac {1} {3}$. （）</span></p><p><span style=""line-height: 2em;"">（2）1吨的$\dfrac {7} {8}$和700千克的$\dfrac {1} {8}$同样重. （）</span><br/></p>"
279380833,"<p>用描述法表示下列各集合<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_e1fe9925bc315c60e44d957a8db1cb134854774f.jpg"" data-latex=""：""/></p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_1c950a7b02087bf460e3db7cf2d3572c11dfcf1c.jpg"" data-latex=""\left ( {1} \right )""/>大于<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_7acb0a46f21fbe09c3196b836b600c338644ade6.jpg"" data-latex=""-4""/>且小于<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_91529822720e0cf35e8ccc6e0a46f21fbe09aa28.jpg"" data-latex=""8""/>的所有正整数组成的集合</p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_2934349b033b5bb557a7ad6b36d3d539b600bc37.jpg"" data-latex=""\left ( {2} \right )""/>绝对值小于<img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_8601a18b87d6277fc160b0ad28381f30e924fc31.jpg"" data-latex=""4""/>的所有实数组成的集合</p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_b8014a90f603738dfc5088b7b31bb051f819ec09.jpg"" data-latex=""\left ( {3} \right )""/><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_5d6034a85edf8db11e8d80f10923dd54574e7480.jpg"" data-latex=""y""/>轴上的所有点组成的集合</p>",,NULL,NULL,"<p>用描述法表示下列各集合$：$</p><p>$\left ( {1} \right )$大于$-4$且小于$8$的所有正整数组成的集合</p><p>$\left ( {2} \right )$绝对值小于$4$的所有实数组成的集合</p><p>$\left ( {3} \right )$$y$轴上的所有点组成的集合</p>"
279431359,<p>一条公路，甲队独修15天修完，乙队独修10天修完，两队合作（）天修完？</p>,,NULL,NULL,<p>一条公路，甲队独修15天修完，乙队独修10天修完，两队合作（）天修完？</p>
279459782,<p>判断正误。<br/></p><p>3.76去掉小数点后所得的数是原数的100倍。（）</p>,,NULL,NULL,<p>判断正误。<br/></p><p>3.76去掉小数点后所得的数是原数的100倍。（）</p>
279466702,"<p>脱式计算。</p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_11385343fbf2b2115ece27d2ca8065380dd78e4e.jpg"" data-latex=""2.4\times 3.5+3.91\div 0.46""/><br/></p><p><img class=""kfformula"" src=""http://img.zuoyebang.cc/zyb_4b90f603738da9777e0573b7b051f8198618e300.jpg"" data-latex=""3.06\div \left [ {2.4\times \left ( {2.45-0.95} \right )} \right ]""/></p>",,NULL,NULL,"<p>脱式计算。</p><p>$2.4\times 3.5+3.91\div 0.46$<br/></p><p>$3.06\div \left [ {2.4\times \left ( {2.45-0.95} \right )} \right ]$</p>"
279636145,"<p>求下列图形阴影部分的面积。（单位：cm）</p><p><img src=""http://img.zuoyebang.cc/zyb_279759ee3d6d55fb413501b96d224f4a21a4ddba.jpg"" alt=""""/></p>",,NULL,NULL,"<p>求下列图形阴影部分的面积。（单位：cm）</p><p><img src=""http://img.zuoyebang.cc/zyb_279759ee3d6d55fb413501b96d224f4a21a4ddba.jpg"" alt=""""/></p>"
279641158,"<p>找出下列各组数的最大公因数。</p><p>4和5（）&nbsp;&nbsp;&nbsp;&nbsp; 7和11（）&nbsp;&nbsp;&nbsp; 13和15（）&nbsp;&nbsp;&nbsp;&nbsp; 8和16（）</p><p>14和7（）&nbsp;&nbsp;&nbsp;&nbsp; 6和8（）&nbsp;&nbsp;&nbsp;&nbsp; 12和18（）&nbsp;&nbsp;&nbsp;&nbsp; 20和30（）</p><p>4和6（）&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 6和9（）&nbsp;&nbsp;&nbsp; 5和15（）&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1和8（）<br/></p>",,NULL,NULL,"<p>找出下列各组数的最大公因数。</p><p>4和5（）&nbsp;&nbsp;&nbsp;&nbsp; 7和11（）&nbsp;&nbsp;&nbsp; 13和15（）&nbsp;&nbsp;&nbsp;&nbsp; 8和16（）</p><p>14和7（）&nbsp;&nbsp;&nbsp;&nbsp; 6和8（）&nbsp;&nbsp;&nbsp;&nbsp; 12和18（）&nbsp;&nbsp;&nbsp;&nbsp; 20和30（）</p><p>4和6（）&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 6和9（）&nbsp;&nbsp;&nbsp; 5和15（）&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1和8（）<br/></p>"
